wall_time_iso,unix_time,episode,area_id,cycle_index,subcycle_index,agent_id,collectible_allowed_id,reward_amount,agent_pos_x,agent_pos_z,cumulative_reward_after,group_reward_step
2025-08-18T01:19:57.539Z,1755479997.540,2,1,0,2,4,0,1,19.0277,14.1366,1,0
2025-08-18T01:19:58.609Z,1755479998.609,2,4,0,2,2,0,1,-36.6355,23.3946,1,0
2025-08-18T01:20:10.257Z,1755480010.258,2,11,0,2,4,0,1,96.4542,-30.7748,4,0
2025-08-18T01:20:10.426Z,1755480010.427,2,10,0,2,3,3,4,150.1707,25.0092,4,0
2025-08-18T01:20:10.576Z,1755480010.576,2,8,0,2,2,0,1,101.2753,-12.9350,1,0
2025-08-18T01:20:10.671Z,1755480010.671,2,11,0,2,1,1,4,129.2629,27.4731,4,0
2025-08-18T01:20:11.619Z,1755480011.620,2,6,0,2,2,0,1,-22.2548,41.6920,1,0
2025-08-18T01:20:11.778Z,1755480011.778,2,4,0,2,1,0,1,8.0389,-35.2433,1,0
2025-08-18T01:20:11.807Z,1755480011.807,2,1,0,2,2,0,1,-11.5120,-40.5627,1,0
2025-08-18T01:20:12.721Z,1755480012.721,2,8,0,2,3,3,4,108.6260,39.9078,5,0
2025-08-18T01:20:13.418Z,1755480013.418,2,4,0,3,3,3,4,-32.9692,-21.0772,4,0
2025-08-18T01:20:14.340Z,1755480014.341,2,1,0,3,4,4,4,23.7177,14.9448,5,0
2025-08-18T01:20:14.370Z,1755480014.370,2,7,0,3,4,4,4,-10.6039,24.6736,6,0
2025-08-18T01:20:14.937Z,1755480014.938,2,5,0,3,2,0,1,-20.1823,-26.2056,1,0
2025-08-18T01:20:17.254Z,1755480017.254,2,6,0,3,3,3,4,34.8219,21.3055,8,0
2025-08-18T01:20:17.365Z,1755480017.366,2,15,0,3,1,0,1,149.4314,34.1368,1,0
2025-08-18T01:20:17.522Z,1755480017.522,2,4,0,3,2,0,1,-14.7186,29.3549,2,0
2025-08-18T01:20:17.669Z,1755480017.669,2,6,0,3,3,0,1,11.8784,34.2753,9,0
2025-08-18T01:20:19.233Z,1755480019.234,2,5,0,3,2,2,4,-26.5222,-6.3783,5,0
2025-08-18T01:20:22.023Z,1755480022.024,2,11,1,0,4,0,1,116.4452,-8.3055,5,0
2025-08-18T01:20:22.207Z,1755480022.207,2,11,1,0,4,4,4,129.3184,-18.1327,9,0
2025-08-18T01:20:22.508Z,1755480022.508,2,10,1,0,3,0,1,152.9977,29.3023,5,0
2025-08-18T01:20:23.068Z,1755480023.069,2,14,1,0,1,1,4,171.6706,-10.5961,5,0
2025-08-18T01:20:23.337Z,1755480023.338,2,7,1,0,4,4,4,-16.3630,23.9159,10,0
2025-08-18T01:20:24.212Z,1755480024.212,2,0,1,0,1,1,4,40.7187,-14.5466,5,0
2025-08-18T01:20:24.503Z,1755480024.504,2,7,1,0,4,4,4,-28.1044,20.4619,14,0
2025-08-18T01:20:24.672Z,1755480024.673,2,11,1,0,4,0,1,104.0423,-21.4692,10,0
2025-08-18T01:20:25.840Z,1755480025.840,2,1,1,0,4,4,4,16.0099,43.3135,9,0
2025-08-18T01:20:26.336Z,1755480026.337,2,8,1,0,2,0,1,122.4407,-24.2327,2,0
2025-08-18T01:20:26.515Z,1755480026.516,2,2,1,0,1,1,4,13.3938,-42.6965,13,0
2025-08-18T01:20:26.725Z,1755480026.726,2,14,1,0,4,4,4,173.6243,26.3664,5,0
2025-08-18T01:20:26.806Z,1755480026.806,2,6,1,0,3,0,1,38.9208,20.2846,10,0
2025-08-18T01:20:26.846Z,1755480026.847,2,9,1,0,1,1,4,118.8334,-30.6105,5,0
2025-08-18T01:20:26.847Z,1755480026.848,2,0,1,0,1,1,4,36.8119,-19.4291,9,0
2025-08-18T01:20:28.347Z,1755480028.348,2,2,1,0,3,0,1,-38.3061,-11.7589,1,0
2025-08-18T01:20:28.472Z,1755480028.473,2,9,1,0,4,0,1,111.0197,6.4205,1,0
2025-08-18T01:20:28.849Z,1755480028.850,2,15,1,0,3,0,1,166.5673,-20.5072,1,0
2025-08-18T01:20:28.910Z,1755480028.911,2,13,1,0,2,0,1,107.7597,29.8589,1,0
2025-08-18T01:20:29.098Z,1755480029.099,2,10,1,0,4,0,1,176.5952,-16.3228,1,0
2025-08-18T01:20:29.228Z,1755480029.229,2,3,1,0,2,0,1,28.5168,10.4018,6,0
2025-08-18T01:20:29.229Z,1755480029.230,2,5,1,0,1,0,1,-28.6910,41.0033,1,0
2025-08-18T01:20:29.230Z,1755480029.231,2,5,1,0,2,0,1,-26.8378,-10.2862,6,0
2025-08-18T01:20:29.680Z,1755480029.681,2,5,1,1,2,2,4,-10.0135,-10.5676,10,0
2025-08-18T01:20:29.826Z,1755480029.827,2,10,1,1,1,1,4,170.6441,44.2616,8,0
2025-08-18T01:20:42.001Z,1755480042.002,2,0,1,1,2,2,4,10.3416,-23.4291,4,0
2025-08-18T01:20:42.311Z,1755480042.312,2,4,1,1,3,0,1,-43.2396,-27.3488,5,0
2025-08-18T01:20:42.598Z,1755480042.598,2,5,1,1,4,4,4,-18.9009,-10.2708,5,0
2025-08-18T01:20:42.851Z,1755480042.851,2,0,1,1,1,1,4,32.9633,-9.1100,13,0
2025-08-18T01:20:42.944Z,1755480042.945,2,15,1,1,2,2,4,165.7146,-34.9265,4,0
2025-08-18T01:20:42.981Z,1755480042.982,2,7,1,1,1,1,4,16.9892,19.6880,4,0
2025-08-18T01:20:43.176Z,1755480043.176,2,5,1,1,2,2,4,-29.0943,-30.0505,14,0
2025-08-18T01:20:43.301Z,1755480043.302,2,5,1,1,2,0,1,-20.2910,-36.4673,15,0
2025-08-18T01:20:43.730Z,1755480043.731,2,9,1,1,2,2,4,177.6775,-42.2836,4,0
2025-08-18T01:20:43.756Z,1755480043.757,2,13,1,1,1,0,1,161.0880,13.5511,1,0
2025-08-18T01:20:43.774Z,1755480043.774,2,10,1,1,2,0,1,153.1530,-28.7897,2,0
2025-08-18T01:20:44.134Z,1755480044.135,2,7,1,1,1,1,4,5.9914,17.2023,8,0
2025-08-18T01:20:44.311Z,1755480044.312,2,6,1,1,2,2,4,-14.3711,25.9573,5,0
2025-08-18T01:20:44.373Z,1755480044.373,2,6,1,1,4,0,1,17.6001,37.1628,1,0
2025-08-18T01:20:45.100Z,1755480045.100,2,5,1,1,2,2,4,-28.8022,-10.0304,19,0
